audio,transcript
test_sample_3794_noisy.wav,و
test_sample_3718_noisy.wav,و
test_sample_3770_noisy.wav,و
test_sample_3731_noisy.wav,و
test_sample_3688_noisy.wav,و
test_sample_3744_noisy.wav,
test_sample_3751_noisy.wav,
test_sample_3733_noisy.wav,
test_sample_3811_noisy.wav,و
test_sample_3778_noisy.wav,و
test_sample_3734_noisy.wav,و
test_sample_3757_noisy.wav,و
test_sample_3741_noisy.wav,و
test_sample_3679_noisy.wav,و
test_sample_3786_noisy.wav,و
test_sample_3721_noisy.wav,و
test_sample_3691_noisy.wav,و
test_sample_3723_noisy.wav,و
test_sample_3668_noisy.wav,
test_sample_3726_noisy.wav,و
test_sample_3769_noisy.wav,و
test_sample_3818_noisy.wav,
test_sample_3792_noisy.wav,و
test_sample_3673_noisy.wav,
test_sample_3729_noisy.wav,و
test_sample_3669_noisy.wav,و
test_sample_3789_noisy.wav,و
test_sample_3771_noisy.wav,و
test_sample_3918_noisy.wav,و
test_sample_997_clean.wav,
test_sample_988_clean.wav,و
test_sample_3890_noisy.wav,و
test_sample_980_clean.wav,
test_sample_3866_noisy.wav,
test_sample_986_clean.wav,و
test_sample_3895_noisy.wav,
test_sample_3835_noisy.wav,و
test_sample_3881_noisy.wav,و
test_sample_3843_noisy.wav,و
test_sample_3872_noisy.wav,و
test_sample_3871_noisy.wav,
test_sample_985_clean.wav,
test_sample_3845_noisy.wav,و
test_sample_3885_noisy.wav,
test_sample_3919_noisy.wav,و
test_sample_3856_noisy.wav,و
test_sample_3870_noisy.wav,و
test_sample_3838_noisy.wav,
test_sample_3844_noisy.wav,و
test_sample_3869_noisy.wav,
test_sample_3865_noisy.wav,
test_sample_3855_noisy.wav,
test_sample_3921_noisy.wav,و
test_sample_3860_noisy.wav,و
test_sample_3915_noisy.wav,
test_sample_3920_noisy.wav,
test_sample_3837_noisy.wav,و
test_sample_3894_noisy.wav,
test_sample_3822_noisy.wav,و
test_sample_3877_noisy.wav,و
test_sample_3834_noisy.wav,
test_sample_3829_noisy.wav,و
test_sample_3896_noisy.wav,و
test_sample_3909_noisy.wav,و
test_sample_3839_noisy.wav,
test_sample_981_clean.wav,و
test_sample_3873_noisy.wav,
test_sample_3900_noisy.wav,و
test_sample_3903_noisy.wav,و
test_sample_3852_noisy.wav,و
test_sample_3830_noisy.wav,
test_sample_3857_noisy.wav,
test_sample_3842_noisy.wav,و
test_sample_3880_noisy.wav,و
test_sample_3875_noisy.wav,و
test_sample_3823_noisy.wav,و
test_sample_3924_noisy.wav,و
test_sample_984_clean.wav,و
test_sample_3828_noisy.wav,و
test_sample_3884_noisy.wav,و
test_sample_3846_noisy.wav,
test_sample_3898_noisy.wav,و
test_sample_3868_noisy.wav,
test_sample_3922_noisy.wav,
test_sample_976_clean.wav,و
test_sample_3893_noisy.wav,و
test_sample_3913_noisy.wav,و
test_sample_3888_noisy.wav,
test_sample_990_clean.wav,و
test_sample_978_clean.wav,و
test_sample_3876_noisy.wav,
test_sample_3826_noisy.wav,و
test_sample_975_clean.wav,و
test_sample_974_clean.wav,و
test_sample_3882_noisy.wav,و
test_sample_989_clean.wav,و
test_sample_3831_noisy.wav,و
test_sample_3821_noisy.wav,
test_sample_3847_noisy.wav,و
test_sample_3891_noisy.wav,
test_sample_3906_noisy.wav,و
test_sample_3910_noisy.wav,و
test_sample_3825_noisy.wav,
test_sample_3911_noisy.wav,و
test_sample_3861_noisy.wav,و
test_sample_3827_noisy.wav,
test_sample_3832_noisy.wav,
test_sample_3902_noisy.wav,
test_sample_983_clean.wav,و
test_sample_3862_noisy.wav,و
test_sample_3851_noisy.wav,و
test_sample_993_clean.wav,و
test_sample_3841_noisy.wav,و
test_sample_3854_noisy.wav,و
test_sample_992_clean.wav,ا
test_sample_3905_noisy.wav,
test_sample_3849_noisy.wav,
test_sample_998_clean.wav,
test_sample_3867_noisy.wav,و
test_sample_991_clean.wav,و
test_sample_3904_noisy.wav,و
test_sample_3923_noisy.wav,و
test_sample_3840_noisy.wav,و
test_sample_3897_noisy.wav,و
test_sample_982_clean.wav,
test_sample_3858_noisy.wav,و
test_sample_3908_noisy.wav,
test_sample_3887_noisy.wav,و
test_sample_3836_noisy.wav,
test_sample_3859_noisy.wav,
test_sample_3850_noisy.wav,و
test_sample_987_clean.wav,و
test_sample_3879_noisy.wav,
test_sample_3914_noisy.wav,و
test_sample_3833_noisy.wav,
test_sample_3886_noisy.wav,و
test_sample_3874_noisy.wav,و
test_sample_994_clean.wav,و
test_sample_3883_noisy.wav,و
test_sample_999_clean.wav,و
test_sample_3889_noisy.wav,و
test_sample_3853_noisy.wav,و
test_sample_3824_noisy.wav,و
test_sample_996_clean.wav,و
test_sample_3864_noisy.wav,و
test_sample_977_clean.wav,و
test_sample_3848_noisy.wav,
test_sample_979_clean.wav,
test_sample_3863_noisy.wav,و
test_sample_3907_noisy.wav,
test_sample_3878_noisy.wav,
test_sample_995_clean.wav,و
test_sample_3917_noisy.wav,و
test_sample_3899_noisy.wav,
test_sample_3892_noisy.wav,و
test_sample_3901_noisy.wav,
test_sample_3912_noisy.wav,و
test_sample_3916_noisy.wav,
test_sample_1051_clean.wav,و
test_sample_1037_clean.wav,و
test_sample_1085_clean.wav,و
test_sample_1064_clean.wav,و
test_sample_1035_clean.wav,و
test_sample_1054_clean.wav,و
test_sample_1003_clean.wav,
test_sample_1075_clean.wav,و
test_sample_1076_clean.wav,و
test_sample_1019_clean.wav,و
test_sample_1002_clean.wav,و
test_sample_1026_clean.wav,و
test_sample_1046_clean.wav,و
test_sample_1023_clean.wav,و
test_sample_1039_clean.wav,و
test_sample_1025_clean.wav,و
test_sample_1009_clean.wav,و
test_sample_1015_clean.wav,و
test_sample_1007_clean.wav,و
test_sample_1018_clean.wav,و
test_sample_1080_clean.wav,و
test_sample_1084_clean.wav,و
test_sample_1013_clean.wav,
test_sample_1077_clean.wav,و
test_sample_1010_clean.wav,
test_sample_1061_clean.wav,و
test_sample_1052_clean.wav,و
test_sample_1044_clean.wav,و
test_sample_1059_clean.wav,و
test_sample_1017_clean.wav,
test_sample_1034_clean.wav,و
test_sample_1005_clean.wav,و
test_sample_1060_clean.wav,و
test_sample_1014_clean.wav,و
test_sample_1011_clean.wav,و
test_sample_1055_clean.wav,و
test_sample_1089_clean.wav,و
test_sample_1045_clean.wav,و
test_sample_1048_clean.wav,
test_sample_1028_clean.wav,و
test_sample_1050_clean.wav,
test_sample_1072_clean.wav,و
test_sample_1078_clean.wav,و
test_sample_1038_clean.wav,و
test_sample_1021_clean.wav,
test_sample_1032_clean.wav,و
test_sample_1069_clean.wav,و
test_sample_1036_clean.wav,
test_sample_1071_clean.wav,و
test_sample_1041_clean.wav,و
test_sample_1070_clean.wav,
test_sample_1079_clean.wav,و
test_sample_1001_clean.wav,
test_sample_1040_clean.wav,و
test_sample_1081_clean.wav,و
test_sample_1067_clean.wav,
test_sample_1068_clean.wav,و
test_sample_1031_clean.wav,و
test_sample_1043_clean.wav,
test_sample_1066_clean.wav,
test_sample_1063_clean.wav,
test_sample_1053_clean.wav,
test_sample_1016_clean.wav,و
test_sample_1056_clean.wav,
test_sample_1033_clean.wav,و
test_sample_1004_clean.wav,و
test_sample_1083_clean.wav,و
test_sample_1006_clean.wav,و
test_sample_1090_clean.wav,و
test_sample_1088_clean.wav,و
test_sample_1024_clean.wav,و
test_sample_1086_clean.wav,و
test_sample_1049_clean.wav,و
test_sample_1027_clean.wav,و
test_sample_1022_clean.wav,و
test_sample_1082_clean.wav,و
test_sample_1065_clean.wav,و
test_sample_1074_clean.wav,و
test_sample_1030_clean.wav,و
test_sample_1062_clean.wav,و
test_sample_1087_clean.wav,
test_sample_1057_clean.wav,
test_sample_1020_clean.wav,و
test_sample_1058_clean.wav,
test_sample_1042_clean.wav,و
test_sample_1012_clean.wav,
test_sample_1047_clean.wav,و
test_sample_1000_clean.wav,و
test_sample_1029_clean.wav,و
test_sample_1008_clean.wav,و
test_sample_1073_clean.wav,و
test_sample_1125_clean.wav,و
test_sample_1170_clean.wav,و
test_sample_1202_clean.wav,و
test_sample_1153_clean.wav,
test_sample_1139_clean.wav,
test_sample_1190_clean.wav,و
test_sample_1157_clean.wav,و
test_sample_1207_clean.wav,و
test_sample_1146_clean.wav,و
test_sample_1206_clean.wav,و
test_sample_1120_clean.wav,
test_sample_1159_clean.wav,و
test_sample_1164_clean.wav,
test_sample_1163_clean.wav,و
test_sample_1095_clean.wav,
test_sample_1147_clean.wav,و
test_sample_1180_clean.wav,و
test_sample_1145_clean.wav,و
test_sample_1108_clean.wav,
test_sample_1123_clean.wav,و
test_sample_1172_clean.wav,و
test_sample_1114_clean.wav,و
test_sample_1135_clean.wav,و
test_sample_1152_clean.wav,
test_sample_1214_clean.wav,و
test_sample_1176_clean.wav,و
test_sample_1101_clean.wav,و
test_sample_1118_clean.wav,و
test_sample_1132_clean.wav,و
test_sample_1178_clean.wav,و
test_sample_1195_clean.wav,و
test_sample_1143_clean.wav,و
test_sample_1177_clean.wav,و
test_sample_1138_clean.wav,و
test_sample_1129_clean.wav,و
test_sample_1150_clean.wav,و
test_sample_1199_clean.wav,
test_sample_1198_clean.wav,
test_sample_1149_clean.wav,و
test_sample_1204_clean.wav,و
test_sample_1187_clean.wav,و
test_sample_1156_clean.wav,
test_sample_1104_clean.wav,و
test_sample_1112_clean.wav,و
test_sample_1213_clean.wav,و
test_sample_1183_clean.wav,و
test_sample_1189_clean.wav,و
test_sample_1169_clean.wav,ا
test_sample_1209_clean.wav,و
test_sample_1184_clean.wav,و
test_sample_1113_clean.wav,و
test_sample_1173_clean.wav,و
test_sample_1175_clean.wav,و
test_sample_1166_clean.wav,و
test_sample_1167_clean.wav,
test_sample_1205_clean.wav,و
test_sample_1158_clean.wav,و
test_sample_1140_clean.wav,
test_sample_1124_clean.wav,و
test_sample_1182_clean.wav,و
test_sample_1201_clean.wav,و
test_sample_1109_clean.wav,و
test_sample_1133_clean.wav,و
test_sample_1136_clean.wav,و
test_sample_1142_clean.wav,
test_sample_1111_clean.wav,و
test_sample_1115_clean.wav,و
test_sample_1110_clean.wav,و
test_sample_1144_clean.wav,و
test_sample_1126_clean.wav,
test_sample_1193_clean.wav,
test_sample_1155_clean.wav,و
test_sample_1096_clean.wav,و
test_sample_1131_clean.wav,
test_sample_1148_clean.wav,و
test_sample_1137_clean.wav,
test_sample_1151_clean.wav,و
test_sample_1203_clean.wav,
test_sample_1188_clean.wav,و
test_sample_1191_clean.wav,و
test_sample_1127_clean.wav,و
test_sample_1160_clean.wav,و
test_sample_1192_clean.wav,و
test_sample_1208_clean.wav,و
test_sample_1194_clean.wav,
test_sample_1097_clean.wav,و
test_sample_1098_clean.wav,
test_sample_1200_clean.wav,و
test_sample_1119_clean.wav,و
test_sample_1197_clean.wav,
test_sample_1141_clean.wav,
test_sample_1092_clean.wav,و
test_sample_1185_clean.wav,و
test_sample_1094_clean.wav,و
test_sample_1212_clean.wav,و
test_sample_1196_clean.wav,و
test_sample_1210_clean.wav,و
test_sample_1105_clean.wav,و
test_sample_1100_clean.wav,
test_sample_1093_clean.wav,و
test_sample_1130_clean.wav,و
test_sample_1211_clean.wav,و
test_sample_1128_clean.wav,و
test_sample_1171_clean.wav,
test_sample_1165_clean.wav,و
test_sample_1162_clean.wav,
test_sample_1122_clean.wav,و
test_sample_1161_clean.wav,و
test_sample_1116_clean.wav,و
test_sample_1107_clean.wav,و
test_sample_1102_clean.wav,
test_sample_1117_clean.wav,و
test_sample_1091_clean.wav,و
test_sample_1168_clean.wav,و
test_sample_1174_clean.wav,
test_sample_1134_clean.wav,و
test_sample_1099_clean.wav,و
test_sample_1103_clean.wav,و
test_sample_1186_clean.wav,و
test_sample_1121_clean.wav,و
test_sample_1106_clean.wav,و
test_sample_1179_clean.wav,و
test_sample_1154_clean.wav,و
test_sample_1181_clean.wav,و
test_sample_1230_clean.wav,و
test_sample_1367_clean.wav,
test_sample_1276_clean.wav,
test_sample_1354_clean.wav,و
test_sample_1256_clean.wav,و
test_sample_1363_clean.wav,
test_sample_1325_clean.wav,
test_sample_1303_clean.wav,
test_sample_1324_clean.wav,و
test_sample_1257_clean.wav,و
test_sample_1353_clean.wav,و
test_sample_1297_clean.wav,
test_sample_1304_clean.wav,و
test_sample_1283_clean.wav,
test_sample_1322_clean.wav,و
test_sample_1350_clean.wav,و
test_sample_1312_clean.wav,و
test_sample_1343_clean.wav,و
test_sample_1240_clean.wav,و
test_sample_1345_clean.wav,و
test_sample_1330_clean.wav,
test_sample_1313_clean.wav,و
test_sample_1251_clean.wav,
test_sample_1241_clean.wav,
test_sample_1238_clean.wav,
test_sample_1301_clean.wav,و
test_sample_1339_clean.wav,و
test_sample_1227_clean.wav,
test_sample_1235_clean.wav,
test_sample_1239_clean.wav,
test_sample_1346_clean.wav,و
test_sample_1288_clean.wav,و
test_sample_1332_clean.wav,و
test_sample_1275_clean.wav,
test_sample_1292_clean.wav,و
test_sample_1328_clean.wav,
test_sample_1229_clean.wav,و
test_sample_1341_clean.wav,
test_sample_1293_clean.wav,و
test_sample_1315_clean.wav,
test_sample_1237_clean.wav,و
test_sample_1258_clean.wav,و
test_sample_1217_clean.wav,و
test_sample_1289_clean.wav,و
test_sample_1264_clean.wav,و
test_sample_1252_clean.wav,
test_sample_1320_clean.wav,و
test_sample_1305_clean.wav,
test_sample_1334_clean.wav,و
test_sample_1291_clean.wav,
test_sample_1274_clean.wav,و
test_sample_1294_clean.wav,و
test_sample_1369_clean.wav,
test_sample_1349_clean.wav,و
test_sample_1246_clean.wav,و
test_sample_1219_clean.wav,و
test_sample_1310_clean.wav,و
test_sample_1331_clean.wav,و
test_sample_1222_clean.wav,و
test_sample_1308_clean.wav,
test_sample_1266_clean.wav,و
test_sample_1368_clean.wav,و
test_sample_1286_clean.wav,و
test_sample_1356_clean.wav,و
test_sample_1268_clean.wav,و
test_sample_1344_clean.wav,
test_sample_1323_clean.wav,
test_sample_1351_clean.wav,و
test_sample_1336_clean.wav,و
test_sample_1362_clean.wav,
test_sample_1357_clean.wav,ا
test_sample_1316_clean.wav,و
test_sample_1255_clean.wav,و
test_sample_1374_clean.wav,و
test_sample_1254_clean.wav,
test_sample_1218_clean.wav,و
test_sample_1216_clean.wav,و
test_sample_1242_clean.wav,و
test_sample_1347_clean.wav,و
test_sample_1335_clean.wav,و
test_sample_1253_clean.wav,و
test_sample_1306_clean.wav,و
test_sample_1243_clean.wav,و
test_sample_1326_clean.wav,و
test_sample_1261_clean.wav,و
test_sample_1290_clean.wav,و
test_sample_1348_clean.wav,و
test_sample_1337_clean.wav,و
test_sample_1309_clean.wav,و
test_sample_1232_clean.wav,و
test_sample_1375_clean.wav,و
test_sample_1295_clean.wav,و
test_sample_1236_clean.wav,و
test_sample_1281_clean.wav,و
test_sample_1228_clean.wav,و
test_sample_1302_clean.wav,و
test_sample_1321_clean.wav,و
test_sample_1373_clean.wav,و
test_sample_1278_clean.wav,و
test_sample_1262_clean.wav,و
test_sample_1371_clean.wav,و
test_sample_1366_clean.wav,
test_sample_1271_clean.wav,و
test_sample_1263_clean.wav,و
test_sample_1365_clean.wav,
test_sample_1311_clean.wav,و
test_sample_1327_clean.wav,
test_sample_1329_clean.wav,و
test_sample_1340_clean.wav,و
test_sample_1338_clean.wav,و
test_sample_1333_clean.wav,
test_sample_1361_clean.wav,و
test_sample_1245_clean.wav,و
test_sample_1234_clean.wav,و
test_sample_1248_clean.wav,و
test_sample_1280_clean.wav,و
test_sample_1272_clean.wav,و
test_sample_1317_clean.wav,و
test_sample_1314_clean.wav,و
test_sample_1319_clean.wav,و
test_sample_1220_clean.wav,و
test_sample_1225_clean.wav,و
test_sample_1299_clean.wav,و
test_sample_1358_clean.wav,و
test_sample_1277_clean.wav,و
test_sample_1342_clean.wav,و
test_sample_1247_clean.wav,و
test_sample_1260_clean.wav,و
test_sample_1352_clean.wav,و
test_sample_1296_clean.wav,و
test_sample_1318_clean.wav,و
test_sample_1249_clean.wav,
test_sample_1287_clean.wav,و
test_sample_1269_clean.wav,و
test_sample_1355_clean.wav,و
test_sample_1279_clean.wav,
test_sample_1364_clean.wav,و
test_sample_1233_clean.wav,و
test_sample_1250_clean.wav,و
test_sample_1360_clean.wav,و
test_sample_1284_clean.wav,
test_sample_1224_clean.wav,و
test_sample_1273_clean.wav,
test_sample_1267_clean.wav,و
test_sample_1265_clean.wav,و
test_sample_1282_clean.wav,و
test_sample_1300_clean.wav,و
test_sample_1231_clean.wav,و
test_sample_1370_clean.wav,و
test_sample_1259_clean.wav,
test_sample_1270_clean.wav,و
test_sample_1223_clean.wav,و
test_sample_1359_clean.wav,و
test_sample_1221_clean.wav,
test_sample_1226_clean.wav,و
test_sample_1307_clean.wav,
test_sample_1372_clean.wav,و
test_sample_1244_clean.wav,
test_sample_1298_clean.wav,
test_sample_1215_clean.wav,و
test_sample_1285_clean.wav,
test_sample_1447_clean.wav,و
test_sample_1376_clean.wav,
test_sample_1479_clean.wav,
test_sample_1423_clean.wav,و
test_sample_1456_clean.wav,و
test_sample_1463_clean.wav,و
test_sample_1433_clean.wav,و
test_sample_1413_clean.wav,و
test_sample_1382_clean.wav,
test_sample_1480_clean.wav,و
test_sample_1432_clean.wav,و
test_sample_1461_clean.wav,
test_sample_1460_clean.wav,و
test_sample_1469_clean.wav,و
test_sample_1407_clean.wav,و
test_sample_1485_clean.wav,و
test_sample_1478_clean.wav,و
test_sample_1481_clean.wav,و
test_sample_1475_clean.wav,و
test_sample_1462_clean.wav,
test_sample_1476_clean.wav,و
test_sample_1472_clean.wav,و
test_sample_1386_clean.wav,و
test_sample_1422_clean.wav,و
test_sample_1396_clean.wav,
test_sample_1445_clean.wav,و
test_sample_1416_clean.wav,و
test_sample_1388_clean.wav,و
test_sample_1402_clean.wav,و
test_sample_1482_clean.wav,و
test_sample_1397_clean.wav,و
test_sample_1428_clean.wav,و
test_sample_1418_clean.wav,و
test_sample_1467_clean.wav,و
test_sample_1404_clean.wav,و
test_sample_1421_clean.wav,
test_sample_1484_clean.wav,و
test_sample_1439_clean.wav,
test_sample_1409_clean.wav,و
test_sample_1392_clean.wav,و
test_sample_1457_clean.wav,و
test_sample_1414_clean.wav,
test_sample_1380_clean.wav,و
test_sample_1458_clean.wav,و
test_sample_1401_clean.wav,و
test_sample_1415_clean.wav,و
test_sample_1420_clean.wav,و
test_sample_1419_clean.wav,و
test_sample_1451_clean.wav,و
test_sample_1474_clean.wav,
test_sample_1489_clean.wav,
test_sample_1448_clean.wav,و
test_sample_1441_clean.wav,و
test_sample_1405_clean.wav,
test_sample_1438_clean.wav,و
test_sample_1455_clean.wav,و
test_sample_1435_clean.wav,و
test_sample_1454_clean.wav,
test_sample_1452_clean.wav,و
test_sample_1440_clean.wav,و
test_sample_1395_clean.wav,و
test_sample_1383_clean.wav,و
test_sample_1381_clean.wav,و
test_sample_1437_clean.wav,
test_sample_1494_clean.wav,و
test_sample_1488_clean.wav,و
test_sample_1453_clean.wav,و
test_sample_1427_clean.wav,و
test_sample_1377_clean.wav,و
test_sample_1406_clean.wav,و
test_sample_1490_clean.wav,و
test_sample_1487_clean.wav,
test_sample_1449_clean.wav,و
test_sample_1425_clean.wav,و
test_sample_1398_clean.wav,
test_sample_1471_clean.wav,و
test_sample_1465_clean.wav,و
test_sample_1426_clean.wav,و
test_sample_1400_clean.wav,و
test_sample_1391_clean.wav,و
test_sample_1464_clean.wav,
test_sample_1387_clean.wav,و
test_sample_1424_clean.wav,و
test_sample_1429_clean.wav,و
test_sample_1459_clean.wav,و
test_sample_1390_clean.wav,
test_sample_1411_clean.wav,و
test_sample_1477_clean.wav,و
test_sample_1385_clean.wav,و
test_sample_1492_clean.wav,و
test_sample_1408_clean.wav,و
test_sample_1379_clean.wav,و
test_sample_1486_clean.wav,و
test_sample_1450_clean.wav,و
test_sample_1412_clean.wav,و
test_sample_1410_clean.wav,و
test_sample_1389_clean.wav,و
test_sample_1430_clean.wav,و
test_sample_1399_clean.wav,و
test_sample_1384_clean.wav,
test_sample_1403_clean.wav,و
test_sample_1393_clean.wav,و
test_sample_1444_clean.wav,و
test_sample_1431_clean.wav,و
test_sample_1470_clean.wav,و
test_sample_1483_clean.wav,و
test_sample_1394_clean.wav,و
test_sample_1468_clean.wav,و
test_sample_1434_clean.wav,
test_sample_1378_clean.wav,و
test_sample_1466_clean.wav,و
test_sample_1442_clean.wav,و
test_sample_1473_clean.wav,و
test_sample_1443_clean.wav,
test_sample_1417_clean.wav,و
test_sample_1491_clean.wav,و
test_sample_1436_clean.wav,و
test_sample_1493_clean.wav,
test_sample_1446_clean.wav,و
test_sample_1512_clean.wav,و
test_sample_1584_clean.wav,و
test_sample_1630_clean.wav,و
test_sample_1498_clean.wav,و
test_sample_1610_clean.wav,
test_sample_1612_clean.wav,و
test_sample_1553_clean.wav,و
test_sample_1602_clean.wav,و
test_sample_1613_clean.wav,و
test_sample_1637_clean.wav,و
test_sample_1513_clean.wav,و
test_sample_1596_clean.wav,و
test_sample_1631_clean.wav,و
test_sample_1528_clean.wav,و
test_sample_1619_clean.wav,و
test_sample_1536_clean.wav,و
test_sample_1600_clean.wav,و
test_sample_1558_clean.wav,و
test_sample_1601_clean.wav,و
test_sample_1532_clean.wav,و
test_sample_1537_clean.wav,و
test_sample_1578_clean.wav,
test_sample_1580_clean.wav,و
test_sample_1621_clean.wav,و
test_sample_1614_clean.wav,
test_sample_1514_clean.wav,
test_sample_1598_clean.wav,و
test_sample_1592_clean.wav,و
test_sample_1523_clean.wav,و
test_sample_1582_clean.wav,و
test_sample_1550_clean.wav,و
test_sample_1499_clean.wav,و
test_sample_1615_clean.wav,و
test_sample_1633_clean.wav,
test_sample_1546_clean.wav,و
test_sample_1560_clean.wav,و
test_sample_1562_clean.wav,و
test_sample_1635_clean.wav,و
test_sample_1554_clean.wav,و
test_sample_1569_clean.wav,و
test_sample_1529_clean.wav,و
test_sample_1576_clean.wav,و
test_sample_1556_clean.wav,و
test_sample_1565_clean.wav,
test_sample_1577_clean.wav,و
test_sample_1561_clean.wav,و
test_sample_1623_clean.wav,و
test_sample_1620_clean.wav,و
test_sample_1552_clean.wav,و
test_sample_1591_clean.wav,
test_sample_1604_clean.wav,و
test_sample_1525_clean.wav,و
test_sample_1544_clean.wav,و
test_sample_1501_clean.wav,و
test_sample_1527_clean.wav,و
test_sample_1606_clean.wav,و
test_sample_1557_clean.wav,
test_sample_1526_clean.wav,و
test_sample_1509_clean.wav,و
test_sample_1567_clean.wav,
test_sample_1541_clean.wav,و
test_sample_1638_clean.wav,و
test_sample_1497_clean.wav,و
test_sample_1570_clean.wav,و
test_sample_1563_clean.wav,و
test_sample_1533_clean.wav,
test_sample_1586_clean.wav,و
test_sample_1510_clean.wav,و
test_sample_1579_clean.wav,و
test_sample_1496_clean.wav,و
test_sample_1622_clean.wav,و
test_sample_1559_clean.wav,و
test_sample_1495_clean.wav,و
test_sample_1617_clean.wav,و
test_sample_1545_clean.wav,و
test_sample_1531_clean.wav,و
test_sample_1511_clean.wav,و
test_sample_1508_clean.wav,و
test_sample_1632_clean.wav,و
test_sample_1516_clean.wav,و
test_sample_1535_clean.wav,و
test_sample_1625_clean.wav,و
test_sample_1517_clean.wav,
test_sample_1624_clean.wav,و
test_sample_1634_clean.wav,
test_sample_1590_clean.wav,و
test_sample_1555_clean.wav,و
test_sample_1629_clean.wav,و
test_sample_1589_clean.wav,و
test_sample_1585_clean.wav,و
test_sample_1547_clean.wav,و
test_sample_1599_clean.wav,و
test_sample_1504_clean.wav,و
test_sample_1564_clean.wav,و
test_sample_1519_clean.wav,و
test_sample_1605_clean.wav,و
test_sample_1575_clean.wav,و
test_sample_1539_clean.wav,و
test_sample_1587_clean.wav,
test_sample_1515_clean.wav,
test_sample_1627_clean.wav,و
test_sample_1507_clean.wav,و
test_sample_1597_clean.wav,و
test_sample_1593_clean.wav,و
test_sample_1542_clean.wav,و
test_sample_1571_clean.wav,و
test_sample_1530_clean.wav,و
test_sample_1506_clean.wav,و
test_sample_1628_clean.wav,و
test_sample_1505_clean.wav,و
test_sample_1581_clean.wav,
test_sample_1595_clean.wav,و
test_sample_1543_clean.wav,و
test_sample_1616_clean.wav,و
test_sample_1540_clean.wav,و
test_sample_1583_clean.wav,و
test_sample_1618_clean.wav,
test_sample_1611_clean.wav,و
test_sample_1574_clean.wav,ا
test_sample_1609_clean.wav,
test_sample_1534_clean.wav,و
test_sample_1568_clean.wav,و
test_sample_1603_clean.wav,و
test_sample_1551_clean.wav,
test_sample_1538_clean.wav,
test_sample_1572_clean.wav,
test_sample_1607_clean.wav,
test_sample_1522_clean.wav,و
test_sample_1524_clean.wav,و
test_sample_1502_clean.wav,و
test_sample_1548_clean.wav,و
test_sample_1636_clean.wav,و
test_sample_1521_clean.wav,و
test_sample_1594_clean.wav,و
test_sample_1500_clean.wav,
test_sample_1588_clean.wav,و
test_sample_1503_clean.wav,و
test_sample_1566_clean.wav,و
test_sample_1549_clean.wav,و
test_sample_1608_clean.wav,
test_sample_1520_clean.wav,و
test_sample_1518_clean.wav,و
test_sample_1626_clean.wav,و
test_sample_1573_clean.wav,
test_sample_3012_noisy.wav,و
test_sample_2972_noisy.wav,و
test_sample_1665_clean.wav,و
test_sample_2971_noisy.wav,و
test_sample_2958_noisy.wav,و
test_sample_2997_noisy.wav,و
test_sample_1646_clean.wav,و
test_sample_1657_clean.wav,و
test_sample_3010_noisy.wav,
test_sample_2989_noisy.wav,
test_sample_1695_clean.wav,و
test_sample_2978_noisy.wav,
test_sample_2982_noisy.wav,و
test_sample_1681_clean.wav,و
test_sample_3016_noisy.wav,و
test_sample_1659_clean.wav,و
test_sample_2946_noisy.wav,و
test_sample_2948_noisy.wav,و
test_sample_2987_noisy.wav,
test_sample_1649_clean.wav,و
test_sample_1685_clean.wav,و
test_sample_1676_clean.wav,و
test_sample_2979_noisy.wav,و
test_sample_1656_clean.wav,و
test_sample_1655_clean.wav,
test_sample_1658_clean.wav,ا
test_sample_2943_noisy.wav,و
test_sample_2942_noisy.wav,و
test_sample_2931_noisy.wav,و
test_sample_3001_noisy.wav,
test_sample_1680_clean.wav,
test_sample_2939_noisy.wav,
test_sample_2999_noisy.wav,و
test_sample_1673_clean.wav,و
test_sample_1640_clean.wav,و
test_sample_2990_noisy.wav,و
test_sample_1666_clean.wav,
test_sample_1694_clean.wav,و
test_sample_3002_noisy.wav,
test_sample_2964_noisy.wav,
test_sample_3015_noisy.wav,
test_sample_1682_clean.wav,و
test_sample_1693_clean.wav,و
test_sample_3020_noisy.wav,
test_sample_3018_noisy.wav,
test_sample_1652_clean.wav,و
test_sample_2927_noisy.wav,و
test_sample_1639_clean.wav,
test_sample_2945_noisy.wav,و
test_sample_2928_noisy.wav,
test_sample_1650_clean.wav,
test_sample_1669_clean.wav,
test_sample_2936_noisy.wav,و
test_sample_3013_noisy.wav,و
test_sample_2986_noisy.wav,و
test_sample_2965_noisy.wav,
test_sample_2962_noisy.wav,
test_sample_2969_noisy.wav,
test_sample_2975_noisy.wav,و
test_sample_2950_noisy.wav,و
test_sample_2961_noisy.wav,
test_sample_2996_noisy.wav,و
test_sample_2937_noisy.wav,و
test_sample_2947_noisy.wav,
test_sample_2955_noisy.wav,و
test_sample_3019_noisy.wav,و
test_sample_1645_clean.wav,و
test_sample_1692_clean.wav,و
test_sample_2925_noisy.wav,
test_sample_1668_clean.wav,و
test_sample_1679_clean.wav,و
test_sample_3009_noisy.wav,
test_sample_2954_noisy.wav,
test_sample_1653_clean.wav,
test_sample_1647_clean.wav,و
test_sample_2957_noisy.wav,و
test_sample_2951_noisy.wav,و
test_sample_2980_noisy.wav,و
test_sample_2967_noisy.wav,و
test_sample_2932_noisy.wav,و
